,EpisodeID,Names
0,s01e04,"Leslie Ash, Myleene Klass, Jason Manford, Neil Morrissey"
1,s01e05,"Len Goodman, Russell Howard, Vic Reeves, Wendy Richard"
2,s01e02,"John Barrowman, Paddy McGuinness, Fay Ripley, Dominic Wood"
3,s01e06,"Harry Enfield, Tara Palmer-Tomkinson, Dave Spikey, Claudia Winkleman"
4,s01e03,"Jimmy Carr, Eamonn Holmes, Ulrika Jonsson, Dara Ó Briain"
5,s01e01,"Duncan Bannatyne, Frankie Boyle, Natalie Cassidy, Dom Joly"
