,EpisodeID,Names
0,s02e03,"David Baddiel, Maureen Lipman, Jimmy Carr, Richard Wilson"
1,s02e01,"Rob Brydon, Robert Webb, Gabby Logan, Krishnan Guru-Murthy"
2,s02e04,"Davina McCall, Michael Aspel, Dara Ó Briain, Jason Manford"
3,s02e08,"Graeme Garden, Lauren Laverne, Phil Daniels, Michael McIntyre"
4,s02e06,"Michael Buerk, Danny Baker, Russell Howard, Anton Du Beke"
5,s02e02,"Trisha Goddard, Ben Shephard, Frankie Boyle, Rich Hall"
6,s02e07,"Tara Palmer-Tomkinson, Vic Reeves, Shane Richie, Rhys Thomas"
7,s02e09,The Unseen Bits
8,s02e05,"Hugh Dennis, Eamonn Holmes, Olivia Colman, Peter Serafinowicz"
