,EpisodeID,Names
0,s06e07,"Huw Edwards, Sarah Millican, Bradley Walsh, Josie Lawrence"
1,s06e06,"Bob Mortimer, Patsy Kensit, Greg Davies, Richard Osman"
2,s06e01,"Alex Jones, Chris Tarrant, Alexander Armstrong, Mel Giedroyc"
3,s06e03,"Miranda Hart, Clare Balding, Dale Winton, Richard Bacon"
4,s06e02,"Richard Madeley, Sanjeev Bhaskar, Kate Humble, Miles Jupp"
5,s06e05,"Christian Jessen, Diane Parish, Gabby Logan, Andy Hamilton"
6,s06e09,The Unseen Bits
7,s06e04,"Des O'Connor, Tess Daly, Rhod Gilbert, Sally Phillips"
8,s06e08,"Emily Maitlis, Jack Whitehall, Jim Carter, Armando Iannucci"
