,speaker,endAt
0,0,31.008
1,1,42.008
2,0,42.242
3,1,45.592
4,0,46.008
5,1,46.508
6,0,47.008
7,1,47.508
8,0,48.008
9,1,49.508
10,0,53.508
11,1,58.058
12,0,61.508
13,1,71.508
14,0,73.508
15,1,80.558
16,0,80.775
17,1,85.392
18,0,85.458
19,1,106.508
20,0,107.008
21,1,108.008
22,0,110.158
23,1,113.408
24,0,114.008
25,1,115.008
26,0,129.008
27,1,131.008
28,0,138.558
29,1,139.008
30,0,143.508
31,1,143.658
32,0,146.508
33,1,147.008
34,0,154.008
35,1,154.508
36,0,154.575
37,1,159.508
38,2,159.542
39,1,162.008
40,0,165.758
41,2,167.125
42,1,173.092
43,0,173.508
44,1,182.508
45,0,186.008
46,1,192.508
47,0,194.975
48,1,197.008
49,0,206.008
50,1,207.008
51,0,209.508
52,1,212.642
53,0,213.008
54,1,218.008
55,0,218.508
56,1,218.658
57,0,226.008
58,2,226.508
59,1,233.508
60,2,237.508
61,0,238.508
62,2,240.508
63,0,241.508
64,1,242.508
65,0,244.008
66,1,245.508
67,0,249.708
68,1,256.508
69,0,274.508
70,1,280.508
71,0,286.358
72,1,290.508
73,0,293.242
74,2,293.342
75,0,293.508
76,1,295.292
77,0,297.008
78,2,298.742
79,1,304.458
80,0,304.508
81,2,305.008
82,0,307.008
83,1,307.508
84,0,314.508
85,1,317.508
86,0,327.508
87,1,328.008
88,0,328.508
89,1,329.008
90,0,329.808
91,1,331.008
92,0,331.458
93,1,331.508
94,2,332.008
95,0,337.508
96,1,338.508
97,0,343.508
98,1,344.008
99,0,351.008
100,1,351.508
101,0,355.508
102,2,355.958
103,0,356.475
104,2,357.008
105,0,357.508
106,2,357.542
107,0,358.008
108,1,358.508
109,0,360.508
110,1,361.508
111,2,367.225
112,0,369.908
113,2,374.508
114,0,379.008
115,1,381.008
116,0,382.342
117,2,390.608
118,0,395.675
119,1,396.008
120,0,397.008
121,1,398.508
122,0,408.508
123,1,411.642
124,2,413.008
125,0,415.508
126,2,416.008
127,1,417.008
128,0,417.508
129,1,418.008
130,0,419.358
131,2,423.508
132,1,424.008
133,2,424.508
134,1,428.525
135,0,431.175
136,1,431.508
137,0,432.008
138,1,435.508
139,0,436.508
140,1,437.008
141,0,437.958
142,2,439.508
143,1,440.008
144,2,440.508
145,1,443.008
146,0,445.375
147,1,445.508
148,2,447.842
149,1,447.975
150,0,448.008
151,2,449.508
152,1,452.708
153,0,454.008
154,1,455.008
155,2,455.008
156,0,456.008
157,1,456.508
158,0,457.008
159,2,457.508
160,1,460.108
161,2,460.375
162,0,460.508
163,1,461.008
164,0,462.508
165,1,462.842
166,2,466.142
167,1,467.508
168,2,468.542
169,1,468.958
170,2,472.008
171,0,475.008
172,2,478.508
173,1,481.508
174,2,482.008
175,1,487.508
176,0,488.008
177,1,492.508
178,2,495.025
179,1,512.008
180,0,514.508
181,2,515.608
182,1,515.892
183,2,519.008
184,0,519.508
185,2,528.642
186,1,530.108
187,2,530.508
188,0,531.008
189,1,534.008
190,0,534.008
191,2,538.642
192,1,541.092
193,2,543.875
194,1,545.008
195,0,547.392
196,2,548.508
197,1,549.008
198,0,549.208
199,2,549.508
200,0,551.508
201,2,553.508
202,1,554.508
203,2,554.942
204,1,555.508
205,0,556.508
206,1,556.708
207,2,561.008
208,0,561.092
209,2,561.308
210,1,563.508
211,0,564.008
212,1,564.308
213,0,564.508
214,2,565.008
215,0,566.508
216,2,567.008
217,0,567.558
218,1,567.775
219,2,568.508
220,0,569.508
221,1,575.508
222,2,577.508
223,1,578.008
224,0,578.242
225,1,579.208
226,2,579.258
227,0,579.508
228,2,579.675
229,1,589.842
230,2,590.008
231,0,592.375
232,2,592.508
233,1,599.508
234,0,601.242
235,1,601.392
236,0,604.608
237,1,605.008
238,2,608.342
239,0,608.508
240,2,613.325
241,0,613.425
242,2,614.008
243,0,614.508
244,2,615.008
245,0,616.008
246,1,616.508
247,2,619.108
248,1,620.758
249,0,622.908
250,2,623.758
251,0,629.675
252,2,647.042
253,1,647.508
254,2,649.242
255,1,651.508
256,2,652.008
257,1,654.525
258,2,656.008
259,0,656.508
260,2,657.508
261,0,658.658
262,1,660.925
263,0,661.508
264,2,662.508
265,1,663.008
266,0,664.008
267,2,664.508
268,1,665.008
269,2,671.642
270,1,672.508
271,0,673.008
272,1,678.508
273,0,693.008
274,1,694.008
275,2,694.642
276,0,696.108
277,1,700.508
278,0,701.008
279,2,701.508
280,0,702.575
281,2,704.592
282,0,705.058
283,2,705.175
284,0,706.508
285,2,707.358
286,0,708.008
287,1,717.225
288,2,719.142
289,1,719.508
290,2,724.008
291,1,724.475
292,2,724.508
293,0,725.008
294,1,744.008
295,2,747.258
296,1,769.008
297,2,771.508
298,1,775.008
299,0,791.308
300,1,791.508
301,0,792.008
302,1,797.008
303,0,798.758
304,2,798.775
305,0,799.508
306,2,800.008
307,1,803.542
308,0,805.008
309,1,807.508
310,2,822.508
311,1,823.508
312,2,825.008
313,0,829.975
314,1,831.008
315,0,832.075
316,1,833.008
317,0,833.508
318,1,835.508
319,0,840.008
320,1,840.508
321,0,841.508
322,1,842.008
323,0,845.008
324,1,845.508
325,0,845.775
326,2,846.008
327,1,846.242
328,0,861.675
329,1,863.508
330,0,864.908
331,1,865.008
332,0,901.508
333,1,906.008
334,0,909.175
335,1,913.242
336,2,913.725
337,0,915.508
338,2,921.508
339,0,925.008
340,1,926.008
341,0,936.008
342,2,940.008
343,1,942.858
344,2,945.008
345,0,950.208
346,1,954.642
347,0,958.508
348,1,962.925
349,0,962.975
350,1,964.958
351,0,968.508
352,1,968.592
353,2,969.008
354,0,969.342
355,1,969.475
356,0,971.892
357,1,972.508
358,2,973.692
359,0,974.842
360,1,976.008
361,2,980.508
362,1,981.008
363,2,982.508
364,1,985.525
365,0,986.508
366,1,987.008
367,0,991.825
368,2,996.158
369,0,1002.008
370,1,1002.508
371,0,1007.508
372,1,1008.508
373,2,1009.008
374,1,1010.508
375,2,1013.058
376,1,1013.275
377,2,1013.508
378,0,1019.508
379,1,1023.192
380,2,1025.008
381,1,1026.242
382,2,1028.625
383,0,1033.008
384,2,1041.008
385,0,1041.508
386,1,1043.508
387,0,1043.508
388,2,1044.508
389,1,1045.508
390,2,1046.508
391,0,1047.008
392,1,1047.475
393,0,1047.508
394,2,1048.008
395,0,1049.792
396,1,1051.508
397,0,1054.008
398,2,1054.508
399,1,1056.225
400,2,1056.508
401,1,1058.708
402,2,1059.508
403,0,1060.008
404,2,1074.008
405,1,1074.508
406,0,1076.008
407,2,1076.508
408,1,1077.008
409,2,1080.008
410,0,1081.508
411,1,1084.708
412,2,1089.008
413,0,1092.542
414,2,1099.008
415,0,1100.558
416,2,1101.008
417,1,1115.425
418,2,1115.508
419,0,1116.508
420,1,1117.508
421,0,1117.525
422,1,1117.625
423,2,1117.858
424,0,1120.008
425,2,1120.508
426,0,1121.058
427,1,1122.008
428,2,1122.508
429,0,1129.008
430,2,1131.575
431,0,1140.008
432,2,1140.508
433,1,1142.508
434,0,1146.025
435,2,1146.458
436,0,1147.892
437,1,1153.025
438,2,1155.008
439,0,1155.508
440,1,1156.508
441,0,1159.508
442,2,1169.508
443,0,1170.008
444,2,1171.008
445,0,1172.508
446,1,1174.042
447,0,1176.008
448,1,1177.008
449,2,1178.508
450,0,1178.558
451,2,1180.008
452,1,1193.508
453,0,1194.008
454,1,1194.042
455,2,1194.125
456,1,1195.508
457,2,1197.008
458,1,1197.442
459,2,1199.008
460,0,1202.008
461,1,1204.058
462,0,1205.508
463,1,1206.508
464,0,1207.458
465,1,1208.008
466,0,1210.108
467,1,1210.508
468,2,1212.008
469,0,1214.008
470,1,1223.425
471,0,1223.508
472,2,1224.508
473,0,1236.508
474,2,1243.008
475,1,1243.508
476,0,1244.008
477,1,1245.508
478,0,1249.508
479,2,1250.508
480,1,1252.508
481,2,1256.508
482,1,1265.592
483,0,1266.008
484,1,1285.692
485,0,1286.008
486,1,1287.008
487,0,1298.658
