,speaker,endAt
0,0,44.792
1,1,45.508
2,0,46.508
3,1,54.108
4,0,59.058
5,1,59.508
6,0,74.158
7,1,75.008
8,0,78.008
9,1,88.642
10,0,93.508
11,1,102.792
12,0,113.508
13,1,120.008
14,0,136.008
15,1,138.642
16,0,141.008
17,2,145.008
18,1,146.008
19,2,148.225
20,1,148.342
21,0,148.542
22,1,151.008
23,2,158.508
24,0,166.708
25,1,167.008
26,2,167.508
27,1,172.008
28,2,172.825
29,1,174.008
30,0,185.508
31,2,190.225
32,1,191.508
33,2,192.508
34,1,192.775
35,2,196.008
36,1,197.008
37,2,197.508
38,0,198.008
39,1,199.508
40,0,199.508
41,2,201.508
42,0,204.008
43,2,213.008
44,1,215.008
45,2,215.508
46,0,215.608
47,1,216.842
48,0,219.508
49,1,220.508
50,2,221.008
51,1,223.792
52,2,225.508
53,1,226.508
54,2,228.892
55,1,228.942
56,2,253.008
57,1,256.508
58,2,256.642
59,1,257.392
60,2,259.008
61,1,259.392
62,2,260.508
63,1,263.508
64,0,264.008
65,2,268.392
66,1,268.508
67,0,269.008
68,1,269.508
69,2,270.008
70,1,270.508
71,2,281.508
72,1,285.008
73,2,288.008
74,1,292.008
75,0,292.508
76,1,293.008
77,2,295.175
78,0,296.008
79,2,299.025
80,1,300.692
81,0,301.008
82,1,301.508
83,2,302.008
84,0,302.508
85,1,304.008
86,0,304.508
87,1,308.008
88,0,315.508
89,1,320.008
90,2,320.158
91,1,321.542
92,0,323.008
93,2,323.058
94,1,323.508
95,0,326.508
96,2,338.375
97,0,338.508
98,2,339.508
99,0,341.658
100,2,345.508
101,0,345.792
102,2,347.325
103,1,347.508
104,0,348.508
105,2,349.508
106,0,349.508
107,1,351.008
108,2,352.708
109,1,353.508
110,2,362.008
111,0,366.008
112,2,376.008
113,1,376.825
114,0,379.958
115,1,382.008
116,2,382.508
117,1,383.792
118,0,384.008
119,1,385.508
120,2,397.008
121,0,397.092
122,2,397.292
123,0,397.508
124,1,398.508
125,0,398.692
126,2,399.008
127,1,402.008
128,2,402.508
129,1,405.308
130,2,405.508
131,1,408.008
132,2,409.725
133,0,411.725
134,1,412.675
135,2,414.008
136,1,415.508
137,0,416.008
138,1,422.358
139,0,423.008
140,2,424.342
141,0,425.092
142,1,429.008
143,0,431.408
144,2,435.592
145,1,436.008
146,2,436.508
147,1,439.008
148,2,439.508
149,1,440.508
150,0,444.958
151,1,445.008
152,0,445.508
153,2,447.508
154,0,448.008
155,1,450.508
156,2,452.508
157,1,453.008
158,2,453.508
159,1,454.508
160,2,454.558
161,1,455.592
162,0,455.725
163,1,457.525
164,0,458.008
165,2,459.408
166,0,461.008
167,2,461.742
168,0,462.475
169,1,462.725
170,2,462.758
171,0,463.475
172,1,463.508
173,2,464.008
174,0,464.508
175,1,472.008
176,2,476.008
177,1,476.092
178,2,482.308
179,1,509.008
180,0,510.558
181,1,511.008
182,0,518.725
183,1,521.158
184,0,527.508
185,1,540.508
186,0,540.508
187,1,543.242
188,2,557.008
189,1,558.108
190,2,560.508
191,1,561.008
192,2,562.108
193,0,563.008
194,2,567.508
195,0,570.075
196,2,575.208
197,1,575.508
198,0,577.008
199,2,577.325
200,0,578.192
201,1,578.508
202,2,581.225
203,0,591.542
204,2,596.008
205,1,597.792
206,2,598.508
207,1,600.008
208,0,611.008
209,2,612.125
210,1,612.475
211,2,618.075
212,1,618.508
213,2,619.508
214,0,621.025
215,2,621.508
216,0,622.008
217,2,641.358
218,1,641.508
219,0,643.842
220,2,645.008
221,0,653.508
222,1,657.775
223,2,662.525
224,0,663.008
225,1,663.508
226,2,664.508
227,0,667.025
228,2,669.908
229,0,675.008
230,1,675.508
231,2,680.592
232,0,681.508
233,1,686.158
234,0,686.508
235,1,687.008
236,2,687.508
237,0,688.008
238,1,688.508
239,2,691.808
240,1,694.108
241,0,694.508
