,speaker,endAt
0,0,67.508
1,1,71.475
2,0,92.542
3,1,93.008
4,0,93.508
5,1,94.508
6,0,95.008
7,1,116.008
8,0,116.508
9,2,119.008
10,0,120.392
11,2,120.508
12,1,123.075
13,2,124.008
14,1,127.308
15,2,127.508
16,0,128.008
17,1,131.508
18,0,131.758
19,1,132.008
20,2,133.008
21,1,133.508
22,0,134.692
23,2,135.508
24,0,137.008
25,2,146.008
26,1,149.508
27,0,149.542
28,1,153.008
29,2,154.508
30,1,154.942
31,2,156.075
32,0,156.158
33,2,158.508
34,0,160.008
35,2,162.508
36,0,164.508
37,1,164.908
38,2,165.508
39,1,166.008
40,2,169.308
41,1,169.508
42,0,170.575
43,2,174.142
44,0,175.008
45,1,177.008
46,2,177.575
47,1,178.008
48,2,181.842
49,1,182.008
50,0,183.008
51,1,183.508
52,2,185.392
53,1,185.775
54,0,186.925
55,2,187.008
56,0,187.425
57,2,187.508
58,0,188.008
59,2,188.508
60,0,189.008
61,2,198.008
62,0,198.508
63,2,208.008
64,1,211.508
65,2,213.008
66,0,215.158
67,2,215.958
68,0,216.008
69,1,217.008
70,2,218.008
71,1,220.008
72,2,222.075
73,1,222.508
74,0,224.192
75,1,227.808
76,2,227.908
77,1,228.508
78,2,229.508
79,1,231.008
80,2,231.508
81,0,233.525
82,2,234.008
83,1,249.525
84,0,250.008
85,2,250.508
86,1,251.508
87,2,252.508
88,3,253.358
89,1,254.475
90,3,256.042
91,2,263.508
92,0,264.008
93,1,264.508
94,0,265.008
95,1,278.008
96,2,279.008
97,0,280.008
98,2,281.308
99,1,282.008
100,2,283.508
101,1,284.508
102,2,288.292
103,1,289.008
104,2,297.508
105,1,299.008
106,2,303.825
107,0,304.692
108,2,308.892
109,0,309.008
110,1,309.808
111,2,311.275
112,3,311.508
113,1,315.508
114,0,316.008
115,2,316.675
116,1,317.508
117,0,318.008
118,1,318.508
119,0,319.008
120,1,320.158
121,0,321.908
122,3,322.008
123,0,322.508
124,2,323.008
125,0,323.508
126,2,332.508
127,0,333.008
128,1,334.508
129,2,336.008
130,1,336.508
131,2,342.792
132,0,345.525
133,2,346.508
134,1,347.008
135,2,347.508
136,1,351.008
137,2,351.008
138,3,351.975
139,1,352.008
140,2,360.008
141,1,360.508
142,2,365.258
143,3,365.508
144,0,366.508
145,2,366.725
146,0,367.008
147,2,369.008
148,3,370.508
149,1,372.008
150,3,372.508
151,2,373.208
152,3,373.508
153,2,375.008
154,3,375.192
155,1,375.508
156,2,381.008
157,1,382.508
158,2,385.508
159,1,387.008
160,3,387.508
161,1,388.658
162,3,390.508
163,2,391.292
164,1,393.008
165,3,395.008
166,0,395.508
167,3,396.008
168,0,396.508
169,3,397.508
170,2,398.008
171,1,403.742
172,2,403.925
173,1,404.942
174,2,406.008
175,1,406.075
176,2,411.308
177,0,411.508
178,2,422.008
179,1,422.508
180,2,424.008
181,1,428.208
182,2,433.808
183,1,434.008
184,0,436.625
185,2,455.008
186,0,456.342
187,3,456.508
188,2,458.508
189,3,459.508
190,1,460.008
191,2,460.508
192,1,461.508
193,2,462.008
194,1,462.508
195,2,466.558
196,1,467.008
197,3,468.008
198,2,469.008
199,1,472.008
200,2,473.692
201,3,474.008
202,1,475.525
203,3,476.508
204,2,478.008
205,3,478.425
206,2,479.208
