,speaker,endAt
0,0,72.525
1,1,78.508
2,0,95.942
3,1,97.008
4,0,97.508
5,1,107.508
6,0,108.008
7,1,108.208
8,0,110.508
9,1,119.008
10,0,128.508
11,1,129.508
12,0,129.658
13,1,139.008
14,0,141.008
15,1,149.508
16,0,154.008
17,1,156.008
18,0,156.508
19,1,177.008
20,0,183.508
21,1,184.508
22,0,190.308
23,1,190.508
24,0,195.008
25,1,215.542
26,0,219.508
27,1,220.508
28,2,221.008
29,3,221.508
30,1,227.008
31,0,228.008
32,1,231.008
33,0,231.508
34,1,235.008
35,0,235.358
36,1,238.308
37,2,238.508
38,1,242.008
39,2,242.508
40,1,243.008
41,2,244.675
42,1,246.008
43,3,246.508
44,0,247.008
45,1,248.008
46,0,249.008
47,1,252.508
48,2,263.392
49,3,265.525
50,0,266.008
51,3,266.308
52,0,266.475
53,3,269.508
54,1,270.508
55,2,271.008
56,3,279.008
57,1,281.008
58,3,281.825
59,1,282.008
60,2,284.008
61,0,287.508
62,2,288.008
63,0,288.508
64,2,289.508
65,1,292.508
66,2,293.008
67,1,293.508
68,0,295.508
69,3,299.008
70,1,303.008
71,3,305.008
72,0,311.392
73,2,311.508
74,3,314.258
75,0,325.692
76,3,333.675
77,0,337.558
78,3,342.142
79,0,345.225
80,3,345.325
81,0,345.508
82,3,351.258
83,0,352.808
84,3,355.558
85,0,356.008
86,3,356.058
87,0,356.408
88,3,356.675
89,0,357.175
90,3,360.158
91,1,360.508
92,0,361.008
93,1,361.508
94,0,363.508
95,3,363.908
96,0,364.008
97,3,364.508
98,0,367.658
99,3,370.008
100,0,371.008
101,1,373.508
102,3,376.158
103,1,377.008
104,3,377.008
105,0,377.508
106,1,378.008
107,3,380.508
108,0,381.008
109,3,383.908
110,2,384.008
111,1,389.508
112,3,391.008
113,2,391.508
114,1,392.008
115,3,398.642
116,2,399.008
117,0,403.108
118,3,406.658
119,1,410.508
120,3,412.792
121,1,412.808
122,0,413.858
123,3,413.875
124,1,414.008
125,2,414.042
126,3,418.508
127,0,421.008
128,3,423.008
129,1,423.008
130,0,427.508
131,2,428.008
132,0,429.008
133,3,429.508
134,0,439.808
135,3,440.008
136,0,442.592
137,3,443.025
138,1,443.508
139,3,443.608
140,0,444.008
141,3,444.858
142,1,446.425
143,0,448.608
144,1,450.508
145,0,452.508
146,3,453.542
147,2,455.008
148,1,456.458
149,0,456.925
150,3,458.508
151,1,458.508
152,0,459.508
153,3,460.008
154,1,463.508
155,0,464.708
156,1,465.842
157,0,466.508
158,3,467.425
159,0,473.775
160,3,474.508
161,1,475.008
162,0,479.008
163,3,482.008
164,1,484.508
165,0,487.175
166,1,490.458
167,3,490.508
168,2,491.008
169,3,491.508
170,1,492.175
171,3,492.725
172,0,493.508
173,2,494.008
174,3,494.175
175,1,494.342
176,3,500.008
177,2,501.508
178,3,507.258
179,0,510.008
180,3,513.508
181,1,519.775
182,3,521.158
183,0,521.425
184,3,521.508
185,1,522.008
186,3,525.508
187,0,525.925
188,3,529.308
189,2,529.442
190,3,531.008
191,0,531.508
192,2,532.008
193,1,532.508
194,3,534.008
195,0,534.508
196,1,537.008
197,0,538.008
198,3,538.508
199,0,539.008
200,3,541.242
201,0,543.508
202,3,544.008
203,0,545.008
204,3,545.508
205,1,546.508
206,3,548.792
207,0,554.008
208,1,558.008
209,0,560.242
210,3,565.008
211,1,565.508
212,0,566.008
213,1,566.008
214,3,566.875
215,0,569.258
216,3,570.008
217,1,573.008
218,3,573.508
219,0,574.008
220,3,574.458
221,2,574.508
222,0,574.708
223,3,575.442
224,2,575.508
225,1,577.208
226,0,577.508
227,1,578.008
228,0,579.508
229,1,580.008
230,0,580.392
231,1,581.008
232,3,585.258
233,1,585.508
234,0,586.508
235,1,587.008
236,0,613.375
