,speaker,endAt
0,0,42.008
1,1,47.008
2,0,58.008
3,1,65.008
4,0,72.508
5,1,73.008
6,0,77.508
7,1,80.008
8,0,90.092
9,1,90.508
10,0,96.008
11,1,98.508
12,0,114.075
13,1,117.508
14,2,122.508
15,0,123.408
16,2,125.675
17,1,125.775
18,2,126.008
19,0,127.008
20,1,132.508
21,2,140.142
22,1,140.508
23,0,141.008
24,2,142.008
25,0,143.508
26,2,145.008
27,0,146.008
28,2,151.642
29,1,152.475
30,2,152.508
31,0,153.508
32,2,154.008
33,0,154.108
34,2,156.508
35,0,157.008
36,2,157.508
37,0,158.775
38,2,159.008
39,1,159.508
40,2,162.725
41,0,167.508
42,1,173.008
43,0,173.292
44,1,176.508
45,0,178.508
46,1,178.525
47,0,188.758
48,1,193.508
49,0,193.542
50,1,195.008
51,0,209.175
52,1,209.508
53,2,211.008
54,0,211.508
55,2,215.008
56,0,215.108
57,1,217.508
58,2,218.008
59,1,218.508
60,2,220.008
61,1,220.508
62,0,220.858
63,1,221.008
64,2,221.008
65,1,223.508
66,0,230.008
67,1,230.158
68,0,230.242
69,1,232.508
70,2,235.275
71,1,236.008
72,2,238.142
73,0,238.292
74,2,241.008
75,0,241.508
76,2,243.508
77,1,245.008
78,0,248.008
79,1,254.275
80,2,255.008
81,0,258.342
82,1,258.508
83,2,259.008
84,0,259.508
85,2,259.525
86,1,262.508
87,0,267.558
88,1,273.008
89,2,276.008
90,1,276.508
91,0,279.642
92,1,281.008
93,0,282.508
94,1,283.008
95,2,284.558
96,0,285.508
97,1,286.008
98,0,287.158
99,2,287.508
100,0,289.008
101,1,292.008
102,0,293.008
103,2,293.658
104,1,295.008
105,0,295.508
106,2,295.942
107,1,296.092
108,2,296.292
109,1,297.508
110,2,299.008
111,1,302.508
112,2,303.075
113,0,303.508
114,1,304.625
115,2,305.008
116,0,306.508
117,1,309.508
118,0,310.008
119,2,310.508
120,0,311.008
121,2,311.508
122,0,312.508
123,2,314.508
124,1,315.008
125,2,321.508
126,1,322.192
127,2,325.008
128,0,328.008
129,1,328.508
130,0,329.008
131,1,329.508
132,2,330.008
133,1,331.008
134,2,331.808
135,1,335.508
136,2,336.008
137,1,336.508
138,0,337.292
139,1,338.108
140,2,340.508
141,1,342.508
142,0,343.008
143,2,344.942
144,1,345.508
145,0,345.975
146,1,346.508
147,0,347.008
148,1,347.508
149,2,347.908
150,1,351.008
151,2,351.092
152,0,351.525
153,1,353.008
154,2,353.975
155,0,360.058
156,2,360.508
157,0,361.008
158,2,366.192
159,1,366.508
160,0,374.375
161,2,374.508
162,1,378.008
163,0,381.008
164,1,382.008
165,0,382.008
166,2,382.508
167,0,383.008
168,2,385.275
169,1,385.458
170,2,387.008
171,1,389.508
172,0,393.575
173,1,395.008
174,0,397.508
175,2,399.508
176,1,399.892
177,2,406.008
178,0,406.508
179,2,406.508
180,1,406.625
181,2,407.008
182,0,409.008
183,1,409.508
184,0,409.608
185,2,410.008
186,1,413.508
187,0,415.075
188,1,419.208
189,0,419.508
190,1,420.008
191,0,420.508
192,1,420.708
193,2,421.508
194,1,423.858
195,0,424.008
196,1,429.008
197,0,432.008
198,1,434.508
199,0,435.508
200,2,438.508
201,0,441.008
202,3,441.508
203,1,443.042
204,3,443.508
205,1,444.508
206,2,446.742
207,1,447.008
208,0,447.508
209,1,448.508
210,0,449.225
211,1,449.508
212,0,450.008
213,1,453.508
214,0,453.642
215,2,455.008
216,1,457.008
217,0,458.008
218,1,458.508
219,3,465.008
220,0,468.242
221,1,471.508
222,2,474.508
223,3,476.008
224,1,478.008
225,0,478.508
226,1,479.542
227,3,480.575
