,speaker,endAt
0,0,39.008
1,1,43.008
2,0,51.508
3,1,56.008
4,0,64.508
5,1,65.142
6,0,97.008
7,1,97.508
8,0,101.508
9,1,102.008
10,0,103.825
11,1,108.008
12,0,108.508
13,1,109.008
14,0,120.592
15,1,122.008
16,0,122.792
17,1,123.008
18,0,132.008
19,1,140.508
20,0,142.408
21,1,150.042
22,0,157.508
23,1,159.442
24,0,164.508
25,1,167.508
26,0,170.725
27,1,178.008
28,0,178.092
29,1,181.508
30,0,187.125
31,1,187.142
32,0,190.008
33,2,196.275
34,1,198.008
35,0,207.508
36,1,211.208
37,0,211.508
38,2,212.508
39,1,213.508
40,0,214.008
41,1,214.508
42,0,214.608
43,2,214.875
44,1,215.108
45,2,215.458
46,0,215.508
47,1,215.708
48,0,216.008
49,2,216.508
50,0,216.775
51,2,217.008
52,0,218.508
53,2,219.008
54,1,219.508
55,0,222.508
56,1,225.008
57,0,229.008
58,2,231.642
59,1,232.508
60,0,239.508
61,2,240.858
62,1,242.325
63,2,244.092
64,1,244.508
65,0,245.508
66,2,246.008
67,1,247.508
68,0,248.008
69,2,249.008
70,0,253.508
71,2,255.208
72,0,256.308
73,2,258.025
74,1,263.008
75,0,264.508
76,1,265.508
77,0,268.042
78,1,268.508
79,2,270.175
80,0,272.542
81,2,273.508
82,1,274.008
83,0,274.508
84,1,281.392
85,0,284.442
86,2,284.508
87,1,285.008
88,0,286.008
89,1,286.508
90,0,287.008
91,1,287.508
92,0,289.625
93,1,291.008
94,0,294.108
95,1,294.508
96,0,297.692
97,2,302.008
98,0,310.392
99,2,310.508
100,1,317.508
101,0,319.508
102,1,320.008
103,0,320.508
104,1,326.508
105,2,329.275
106,1,329.508
107,0,330.008
108,1,331.008
109,2,331.792
110,1,334.292
111,2,335.875
112,1,336.442
113,2,338.508
114,1,339.008
115,2,339.358
116,0,339.758
117,2,340.008
118,1,340.008
119,2,340.508
120,0,340.525
121,1,343.558
122,2,346.008
123,1,350.008
124,2,350.258
125,1,351.708
126,2,353.508
127,0,354.375
128,2,355.008
129,1,355.008
130,0,356.008
131,2,358.508
132,1,359.008
133,0,359.008
134,2,359.508
135,1,361.508
136,0,366.475
137,2,384.575
138,1,384.875
139,2,389.008
140,1,392.008
141,2,392.508
142,0,393.008
143,2,394.508
144,1,395.008
145,0,396.008
146,2,396.158
147,0,398.008
148,1,399.008
149,0,400.042
150,2,405.008
151,1,408.008
152,0,408.292
153,2,408.408
154,0,409.008
155,1,409.508
156,2,409.508
157,0,410.508
158,1,417.408
159,2,418.508
160,1,422.508
161,2,423.442
162,1,423.508
163,0,425.175
164,2,427.008
165,0,428.008
166,1,429.008
167,2,430.208
168,1,430.508
169,2,430.742
170,0,432.008
171,2,434.008
172,1,434.425
173,2,436.008
174,1,437.008
175,2,440.175
176,1,442.008
177,0,442.508
178,2,445.008
179,0,448.058
180,1,448.508
181,0,449.508
182,2,449.558
183,1,454.008
184,2,455.008
185,0,455.508
186,1,466.508
187,0,469.692
188,2,473.008
189,0,477.008
190,2,480.258
191,0,503.008
192,2,504.508
193,0,507.508
194,1,511.508
195,0,516.075
196,1,516.508
197,2,517.008
198,1,522.542
199,2,523.508
200,0,527.508
201,1,535.008
202,0,535.508
203,1,535.508
204,2,535.775
205,1,536.542
206,0,542.508
207,1,542.742
208,2,543.008
209,0,551.008
210,1,557.008
211,2,565.242
212,1,566.008
213,2,566.642
214,1,568.008
215,0,569.008
216,2,569.508
217,0,570.008
218,1,570.875
219,0,572.558
220,2,573.008
221,1,574.008
222,0,575.008
223,1,575.142
224,0,576.008
225,1,576.392
226,0,576.508
227,2,577.575
228,1,582.208
229,2,582.508
230,1,594.592
231,0,595.008
232,2,596.225
233,1,610.125
234,0,612.008
235,1,618.192
236,2,618.508
237,1,621.225
238,0,622.008
239,2,623.008
240,0,624.508
241,2,626.508
242,0,634.508
243,1,639.142
244,0,639.508
245,1,641.758
246,2,642.008
247,1,642.775
248,0,645.508
249,1,647.008
250,2,648.508
251,1,650.008
252,0,650.508
253,1,650.958
254,0,651.208
255,1,655.008
256,2,657.642
257,1,658.008
258,0,659.008
259,2,660.008
260,1,660.508
261,2,660.508
262,0,662.008
263,1,663.008
264,2,667.542
265,1,668.692
266,0,668.775
267,2,670.508
268,0,670.975
269,2,671.008
270,1,671.225
271,2,674.008
272,1,675.008
273,0,676.058
274,2,681.008
275,1,682.392
276,0,682.475
277,1,686.025
278,0,686.508
279,1,687.508
280,2,687.842
281,1,688.008
282,0,690.008
283,1,690.508
284,2,691.008
285,0,692.008
286,2,694.008
287,1,694.508
288,2,696.008
289,1,704.658
