,speaker,endAt
0,0,115.008
1,1,119.125
2,0,122.008
3,1,130.858
4,0,133.008
5,1,134.008
6,0,139.558
7,1,139.892
8,0,140.508
9,1,144.792
10,0,145.508
11,1,145.842
12,0,146.008
13,1,146.508
14,0,147.008
15,1,150.008
16,0,151.008
17,1,175.508
18,0,179.008
19,1,182.592
20,0,187.008
21,1,188.008
22,0,189.008
23,1,192.042
24,0,198.008
25,1,198.225
26,0,200.508
27,1,200.708
28,0,202.508
29,2,202.758
30,1,205.408
31,2,207.758
32,0,208.008
33,2,215.008
34,0,220.008
35,1,220.342
36,0,220.725
37,1,221.508
38,0,228.792
39,2,233.008
40,0,234.175
41,2,234.375
42,0,238.008
43,1,239.508
44,0,246.658
45,1,247.508
46,0,248.975
47,1,249.975
48,0,250.008
49,2,252.008
50,0,254.008
51,1,255.008
52,0,255.508
53,1,270.158
54,2,270.508
55,0,271.508
56,1,274.508
57,2,276.508
58,0,277.008
59,2,278.058
60,1,278.508
61,2,279.008
62,1,279.708
63,2,280.508
64,0,281.508
65,2,282.008
66,1,284.508
67,0,285.008
68,1,287.008
69,2,287.508
70,1,290.025
71,2,290.508
72,1,291.008
73,2,291.008
74,0,291.092
75,2,291.975
76,0,293.708
77,2,296.008
78,0,298.008
79,1,315.025
80,2,315.708
81,1,318.708
82,0,319.508
83,1,321.275
84,0,325.508
85,1,329.508
86,2,330.508
87,1,333.508
88,0,338.075
89,1,340.008
90,0,340.508
91,1,341.175
92,0,341.508
93,2,342.008
94,0,346.308
95,1,346.508
96,2,352.508
97,0,353.008
98,1,354.025
99,2,354.508
100,0,355.008
101,1,356.008
102,0,357.008
103,1,358.925
104,2,361.608
105,1,366.008
106,0,371.208
107,1,371.708
108,2,372.508
109,0,373.008
110,1,375.008
111,2,383.058
112,0,383.192
113,2,384.292
114,0,384.508
115,1,385.692
116,0,386.008
117,2,386.508
118,0,388.075
119,2,390.292
120,1,390.508
121,2,392.242
122,1,392.508
123,2,394.008
124,0,396.558
125,2,397.008
126,0,414.242
127,2,420.058
128,1,420.508
129,2,420.658
130,0,421.508
131,2,422.008
132,0,426.725
133,1,426.758
134,0,426.875
135,1,427.008
136,2,427.508
137,0,428.008
138,1,428.508
139,0,429.275
140,2,430.008
141,1,431.008
142,2,443.508
143,0,444.008
144,1,451.508
145,2,453.142
146,1,454.442
147,2,456.008
148,0,456.508
149,1,457.008
150,2,458.508
151,1,462.008
152,2,463.692
153,1,464.275
154,2,465.008
155,1,465.508
156,0,466.508
157,1,467.008
158,2,468.508
159,0,470.508
160,2,471.508
161,0,472.008
162,2,476.208
163,0,477.008
164,2,484.008
165,1,485.008
166,2,486.008
167,0,486.508
168,1,495.508
169,0,496.008
170,2,505.008
171,0,505.508
172,1,506.658
173,2,507.942
174,1,510.008
175,0,510.508
176,1,511.508
177,2,512.008
178,0,518.225
179,1,519.008
180,2,519.508
181,1,520.508
182,0,526.558
183,2,527.508
184,0,531.008
185,2,532.625
186,0,544.592
187,1,545.008
188,0,548.325
189,1,548.508
190,2,549.508
191,0,551.008
192,2,561.008
193,0,561.375
194,2,562.508
195,3,564.692
196,2,577.008
197,3,577.808
198,2,579.508
199,3,581.675
200,2,612.008
201,3,630.575
202,0,650.508
203,1,652.008
204,0,656.008
205,2,665.008
206,1,665.508
207,2,666.008
208,1,667.008
209,2,668.008
210,1,670.008
211,2,670.508
212,1,671.008
213,0,671.508
214,2,675.375
215,0,675.458
216,2,675.508
217,0,683.758
218,1,684.692
219,0,685.008
220,2,690.108
221,3,690.508
222,0,698.142
223,3,698.508
224,2,699.008
225,0,706.275
226,3,707.158
227,0,724.008
228,3,725.008
229,1,728.625
230,0,729.008
231,1,737.542
232,3,738.008
233,0,743.508
234,1,745.075
235,0,745.108
236,2,746.508
237,3,747.008
238,0,747.325
239,3,747.342
240,1,747.508
241,0,748.508
242,1,750.058
243,3,750.508
244,1,752.008
245,0,752.508
246,1,753.508
247,2,754.325
248,0,754.508
249,2,754.675
250,1,755.008
251,0,756.008
252,2,757.008
253,0,757.008
254,1,757.292
255,2,758.008
256,0,758.508
257,1,759.008
258,2,759.842
259,0,760.508
260,2,760.675
261,0,762.742
262,1,763.008
263,3,767.508
264,0,787.508
265,1,803.508
266,0,804.008
267,1,815.008
268,3,815.508
269,2,816.008
270,1,816.008
271,2,816.508
272,0,816.575
273,1,817.008
274,2,818.625
275,3,819.008
276,1,819.075
277,2,820.008
278,0,825.708
279,3,825.792
280,0,825.975
281,3,829.508
282,2,833.708
283,0,837.008
284,1,838.008
285,3,841.508
286,1,843.508
287,0,844.592
288,1,848.292
289,0,851.008
290,3,851.508
291,1,852.008
292,3,853.008
293,1,855.975
294,3,861.008
295,0,861.508
296,1,863.442
297,3,864.008
298,1,865.008
299,0,865.425
300,1,866.508
301,3,867.008
302,2,870.642
303,3,870.892
304,1,871.008
305,3,871.742
306,1,872.508
307,3,873.292
308,1,882.008
309,3,886.508
310,0,887.525
311,3,893.142
312,0,903.508
313,1,904.008
314,0,952.508
315,2,961.508
316,0,963.575
317,2,964.008
318,1,970.258
319,0,990.508
320,1,992.508
321,0,994.008
322,1,994.542
323,0,995.008
324,1,995.508
325,0,996.008
326,1,997.175
327,0,998.008
328,1,999.008
329,0,999.508
330,1,1004.208
331,3,1004.508
332,0,1004.508
333,1,1007.058
334,0,1007.508
335,1,1008.592
336,0,1010.525
337,1,1011.008
338,0,1011.508
339,1,1013.075
340,0,1013.508
341,3,1015.275
342,1,1017.508
343,0,1018.008
344,3,1018.175
345,1,1018.375
346,3,1018.508
347,1,1020.008
348,3,1021.158
349,1,1021.875
350,3,1022.008
351,1,1027.008
352,0,1028.008
353,1,1028.175
354,0,1028.508
355,3,1030.642
356,1,1032.225
357,0,1032.508
358,2,1033.008
359,1,1033.508
360,0,1037.008
361,1,1037.075
362,0,1037.508
363,3,1037.508
364,1,1039.508
365,3,1045.008
366,1,1047.475
367,0,1049.008
368,1,1049.108
369,0,1049.508
370,1,1050.142
371,2,1050.675
372,3,1056.008
373,0,1061.658
374,1,1070.825
375,2,1071.008
376,1,1075.508
377,0,1076.008
378,1,1076.075
379,0,1076.442
380,1,1077.008
381,0,1077.508
382,1,1078.508
383,0,1079.508
384,1,1081.008
385,0,1081.192
386,1,1085.008
387,0,1086.025
388,1,1087.508
389,0,1089.092
390,1,1089.442
391,0,1091.508
392,1,1095.508
393,3,1096.008
394,2,1096.508
395,1,1096.508
396,0,1099.042
397,2,1099.508
398,1,1101.142
399,3,1101.508
400,0,1104.008
401,1,1106.508
402,0,1107.508
403,1,1107.608
404,0,1108.008
405,3,1109.208
406,0,1110.008
407,1,1113.508
408,3,1113.542
409,1,1114.508
410,0,1114.958
411,1,1115.675
412,0,1123.008
413,1,1128.008
414,2,1129.008
415,3,1135.025
416,2,1135.508
417,3,1136.008
418,2,1136.508
419,3,1137.358
420,0,1137.508
421,1,1138.008
422,0,1141.842
423,3,1143.008
424,1,1143.508
425,0,1155.508
426,3,1156.008
427,1,1160.308
428,3,1162.558
429,0,1163.008
430,2,1169.542
431,1,1169.942
432,2,1170.008
433,0,1170.225
434,2,1170.508
435,0,1171.142
436,2,1181.008
437,1,1188.608
438,0,1189.008
439,2,1189.608
440,0,1191.508
441,2,1199.908
442,3,1200.525
443,0,1201.008
444,1,1201.508
445,2,1202.342
446,3,1205.342
447,1,1210.308
448,3,1210.508
449,1,1211.008
450,0,1211.508
451,1,1211.875
452,3,1213.008
453,2,1219.308
454,1,1221.092
455,0,1221.508
456,2,1222.008
457,1,1223.008
458,0,1223.508
459,2,1224.008
460,3,1227.008
461,1,1227.508
462,3,1229.508
463,1,1231.008
464,3,1232.475
465,0,1233.508
466,1,1243.708
467,3,1247.508
468,1,1248.508
469,3,1249.008
470,1,1249.508
471,0,1252.525
472,1,1254.008
473,2,1255.508
474,3,1255.892
475,1,1257.508
476,0,1265.008
477,3,1266.008
478,0,1268.458
479,3,1274.692
480,1,1279.008
481,0,1279.508
482,1,1281.008
483,0,1283.508
484,1,1286.508
485,0,1287.525
486,1,1288.008
487,2,1288.508
488,1,1289.008
489,2,1289.392
490,0,1289.508
491,3,1290.008
492,2,1298.508
493,0,1306.508
494,3,1307.508
495,0,1334.008
496,1,1343.008
497,3,1343.508
498,1,1363.508
499,0,1369.508
500,1,1372.775
501,3,1378.008
502,0,1378.508
503,1,1379.642
504,0,1381.708
505,1,1382.008
506,2,1389.508
507,1,1396.742
508,0,1397.008
509,3,1397.508
510,1,1398.008
511,0,1400.508
512,1,1401.092
513,0,1402.508
514,2,1412.958
515,3,1413.725
516,2,1414.008
517,0,1415.008
518,2,1415.508
519,0,1421.058
520,1,1422.508
521,3,1428.508
522,0,1436.408
523,1,1446.192
524,0,1452.008
525,1,1452.308
526,0,1452.508
527,1,1454.508
528,0,1457.842
529,2,1458.008
530,1,1459.008
531,0,1459.508
532,1,1462.008
533,0,1462.508
534,2,1464.008
535,0,1464.508
536,1,1465.008
537,0,1466.908
538,1,1467.008
539,0,1468.008
540,1,1473.008
541,0,1473.508
542,3,1474.008
543,1,1482.008
544,0,1482.508
545,1,1484.008
546,0,1487.042
547,1,1491.508
548,0,1495.508
549,3,1495.508
550,1,1496.008
551,0,1496.508
552,3,1497.008
553,1,1499.308
554,3,1499.508
555,0,1499.642
556,1,1501.775
557,0,1505.892
558,1,1507.108
559,3,1507.508
560,0,1508.008
561,1,1510.508
562,0,1513.008
563,1,1513.508
564,3,1514.008
565,1,1514.508
566,0,1516.008
567,1,1516.508
568,2,1517.008
569,0,1519.025
570,2,1519.508
571,1,1520.008
572,3,1521.075
573,0,1528.858
574,3,1529.008
575,0,1529.508
576,3,1530.508
577,0,1535.008
578,1,1541.508
579,3,1542.008
580,1,1542.508
581,3,1543.008
582,1,1548.008
583,0,1548.508
584,1,1548.625
585,2,1550.008
586,0,1552.542
587,1,1554.508
588,3,1555.592
589,1,1555.642
590,0,1555.908
591,1,1557.508
592,0,1560.358
593,3,1563.008
594,1,1567.008
595,3,1567.508
596,1,1568.008
597,3,1572.508
598,0,1582.025
599,3,1583.008
600,0,1585.008
601,1,1585.625
602,0,1589.008
603,1,1589.508
604,3,1589.508
605,0,1594.425
606,2,1594.508
607,0,1595.408
608,3,1595.508
609,0,1608.008
610,2,1615.692
611,3,1616.008
612,1,1616.542
613,3,1617.525
614,2,1628.392
615,3,1628.508
616,0,1628.708
617,2,1632.725
618,1,1635.008
619,2,1641.858
620,3,1642.008
621,1,1645.225
622,3,1645.508
623,1,1647.508
624,0,1648.008
625,1,1651.508
626,3,1653.008
627,1,1659.508
628,3,1660.508
629,1,1669.558
630,3,1670.008
631,0,1671.092
632,1,1677.008
633,3,1678.258
634,0,1683.008
635,3,1684.508
636,0,1691.725
637,1,1694.508
638,3,1695.008
639,0,1695.508
640,3,1700.008
641,0,1720.008
642,1,1729.508
643,2,1730.008
644,1,1732.592
645,2,1733.008
646,0,1734.508
647,1,1736.925
648,0,1737.175
649,3,1737.508
