,speaker,endAt
0,0,106.508
1,1,110.008
2,0,110.508
3,1,120.592
4,0,121.508
5,1,123.625
6,0,124.275
7,1,124.508
8,0,125.008
9,1,128.008
10,0,129.075
11,1,137.008
12,0,137.825
13,1,142.358
14,0,146.008
15,1,147.225
16,0,148.875
17,2,148.958
18,0,148.975
19,2,151.558
20,0,152.292
21,1,153.025
22,2,154.075
23,1,159.508
24,0,160.875
25,1,161.508
26,0,165.008
27,1,167.308
28,2,168.542
29,1,171.508
30,2,172.508
31,1,172.792
32,0,173.008
33,2,173.092
34,1,175.825
35,2,175.908
36,0,176.875
37,2,181.075
38,1,182.058
39,2,182.675
40,1,186.875
41,2,187.458
42,1,187.858
43,2,188.008
44,0,188.508
45,2,189.008
46,0,189.508
47,1,190.508
48,0,192.292
49,1,192.475
50,2,196.008
51,1,196.008
52,0,196.275
53,1,197.008
54,0,197.508
55,2,200.008
56,1,202.575
57,0,205.008
58,3,205.508
59,2,211.892
60,3,213.575
61,2,215.508
62,3,224.008
63,0,227.008
64,2,235.725
65,1,237.175
66,0,238.008
67,2,239.008
68,0,239.508
69,1,240.008
70,2,241.508
71,1,241.658
72,2,244.375
73,3,245.008
74,2,247.008
75,1,248.008
76,2,248.708
77,0,249.508
78,2,250.008
79,0,251.008
80,1,251.342
81,0,257.242
82,2,257.508
83,0,268.508
84,1,269.008
85,0,269.508
86,2,270.008
87,0,282.508
88,2,292.508
89,1,293.008
90,0,293.508
91,2,293.508
92,3,298.192
93,1,300.508
94,3,302.008
95,1,302.008
96,2,302.508
97,0,303.008
98,1,304.475
99,2,304.508
100,0,305.442
101,2,306.008
102,1,306.508
103,2,308.508
104,0,308.758
105,2,310.008
106,3,310.008
107,2,314.008
108,1,321.508
109,0,325.308
110,1,326.008
111,2,331.008
112,1,331.508
113,0,333.508
114,3,334.008
115,2,337.258
116,3,340.892
117,2,341.008
118,3,342.008
119,2,349.008
120,3,350.008
121,1,350.508
122,2,351.008
123,1,353.008
124,0,353.508
125,1,353.825
126,2,354.008
127,0,354.508
128,1,354.508
129,2,357.525
130,0,359.508
131,3,365.008
132,1,365.508
133,2,370.525
134,3,371.008
135,1,371.508
136,3,372.025
137,2,373.508
138,3,374.008
139,0,374.508
140,3,375.625
141,0,376.008
142,2,378.258
143,0,378.508
144,2,383.008
145,3,384.008
146,1,385.008
147,3,385.675
148,2,386.508
149,3,390.008
150,2,391.425
151,1,393.442
152,2,393.508
153,3,394.092
154,2,394.508
155,0,395.008
156,1,395.508
157,3,396.008
158,2,396.508
159,1,396.508
160,2,397.008
161,3,398.008
162,2,398.508
163,0,401.008
164,2,401.108
165,1,402.008
166,0,403.042
167,1,403.508
168,0,404.008
169,2,407.508
170,3,407.542
171,1,408.508
172,2,409.008
173,1,410.508
174,2,413.825
175,3,422.508
176,2,434.508
177,3,437.242
178,2,438.008
179,3,438.508
180,2,441.975
181,0,447.508
182,3,454.508
183,0,458.008
184,1,459.758
185,0,461.008
186,2,465.408
187,0,468.508
188,2,469.008
189,0,470.008
190,2,470.508
191,0,474.508
192,3,477.008
193,0,479.508
194,2,481.008
195,0,481.508
196,2,486.008
197,3,486.508
198,0,487.008
199,1,488.008
200,0,498.825
201,3,499.508
202,0,503.458
203,4,503.508
204,3,504.008
205,2,510.008
206,3,512.508
207,2,517.225
208,3,523.508
209,0,524.375
210,4,526.008
211,2,527.008
212,4,527.508
213,1,529.008
214,3,529.508
215,2,534.508
216,3,539.508
217,0,540.792
218,3,540.858
219,2,542.508
220,3,547.008
221,4,549.508
222,2,571.508
223,3,572.508
224,2,586.075
225,1,587.008
226,2,588.225
227,3,589.508
228,0,591.008
229,2,593.008
230,1,593.508
231,2,596.508
232,3,598.642
233,4,599.008
234,2,599.008
235,3,600.008
236,0,604.542
237,3,605.008
238,2,605.508
239,3,607.508
240,4,607.508
241,0,608.508
242,4,609.008
243,3,611.475
244,4,612.692
245,3,613.008
246,0,615.442
247,4,615.508
248,0,617.008
249,3,618.008
250,0,618.508
251,3,625.008
252,0,627.008
253,4,627.508
254,3,628.858
